~id,~label,ip_id:String,ip:String,is_vpn:Int,reputation_score:Double
IP_X39A8F6RCG,ip,IP_X39A8F6RCG,217.247.206.204,0,0.28
IP_2Y431VLAFU,ip,IP_2Y431VLAFU,78.224.67.24,0,0.345
IP_DP717U8MKA,ip,IP_DP717U8MKA,129.37.10.19,0,0.18
IP_0OM68EAWUB,ip,IP_0OM68EAWUB,47.241.173.132,0,0.078
IP_MQF4E2716W,ip,IP_MQF4E2716W,52.58.146.76,0,0.166
IP_LR1G1GMQAS,ip,IP_LR1G1GMQAS,181.23.163.175,0,0.237
IP_AW9ZF1C5AW,ip,IP_AW9ZF1C5AW,180.129.115.110,0,0.271
IP_C7B8UXS1ZQ,ip,IP_C7B8UXS1ZQ,88.34.112.227,0,0.166
IP_5IMUEM3OEW,ip,IP_5IMUEM3OEW,131.101.75.119,0,0.228
IP_UAC34NDQVS,ip,IP_UAC34NDQVS,152.234.185.35,0,0.224
IP_EZ1AIMZT7S,ip,IP_EZ1AIMZT7S,90.8.242.225,0,0.284
IP_YW05ITJLP9,ip,IP_YW05ITJLP9,120.190.0.33,0,0.372
IP_XQNATAVLJE,ip,IP_XQNATAVLJE,28.106.153.0,0,0.128
IP_70II7GUSLR,ip,IP_70II7GUSLR,222.2.178.79,0,0.019
IP_3ST0DT304S,ip,IP_3ST0DT304S,23.198.207.202,0,0.388
IP_JHEZ951BHL,ip,IP_JHEZ951BHL,55.187.166.91,0,0.225
IP_OTYQU6KWY9,ip,IP_OTYQU6KWY9,167.224.21.55,0,0.096
IP_RLJRF1M5W7,ip,IP_RLJRF1M5W7,191.56.144.207,0,0.05
IP_G7TWLRNZOX,ip,IP_G7TWLRNZOX,184.36.108.147,0,0.145
IP_W6YHTJ6WZU,ip,IP_W6YHTJ6WZU,192.21.197.213,0,0.272
IP_DTWMQ8453G,ip,IP_DTWMQ8453G,43.136.224.152,0,0.232
IP_ZC3OQBKROT,ip,IP_ZC3OQBKROT,212.3.80.226,0,0.217
IP_ZUUC0FB139,ip,IP_ZUUC0FB139,128.106.55.153,0,0.247
IP_23BJEH7T39,ip,IP_23BJEH7T39,155.192.224.3,0,0.112
IP_LJCCUVU4HD,ip,IP_LJCCUVU4HD,221.246.35.224,0,0.329
IP_PBZA5XDVTM,ip,IP_PBZA5XDVTM,139.102.248.90,0,0.151
IP_A2OIK2ZJRN,ip,IP_A2OIK2ZJRN,157.129.64.178,0,0.239
IP_0DKPTI9SED,ip,IP_0DKPTI9SED,203.231.14.151,0,0.103
IP_RR2WHBJF40,ip,IP_RR2WHBJF40,197.13.120.61,0,0.134
IP_K5YRLP05YQ,ip,IP_K5YRLP05YQ,63.91.171.183,0,0.125
IP_CMV3YVE22E,ip,IP_CMV3YVE22E,200.165.176.3,0,0.192
IP_M9MI0JKKVF,ip,IP_M9MI0JKKVF,166.83.147.186,0,0.219
IP_TJD898IBQ5,ip,IP_TJD898IBQ5,185.124.192.43,0,0.061
IP_M4TU0SGEUE,ip,IP_M4TU0SGEUE,6.220.63.236,0,0.319
IP_8VDZLK1YO0,ip,IP_8VDZLK1YO0,169.93.19.85,0,0.094
IP_5H4Y94Y4QG,ip,IP_5H4Y94Y4QG,155.232.254.199,0,0.025
IP_MU5712QDHC,ip,IP_MU5712QDHC,118.22.20.232,0,0.242
IP_LJ4F4S7SZ8,ip,IP_LJ4F4S7SZ8,162.49.86.202,0,0.108
IP_UUHHX4R48K,ip,IP_UUHHX4R48K,150.70.58.207,0,0.153
IP_QXCLLYPC97,ip,IP_QXCLLYPC97,161.14.132.99,0,0.035
IP_C9W7JCKLI4,ip,IP_C9W7JCKLI4,151.26.58.212,0,0.391
IP_US3B19E0KC,ip,IP_US3B19E0KC,205.213.203.43,0,0.135
IP_WLLC9NGH3L,ip,IP_WLLC9NGH3L,104.232.22.243,0,0.155
IP_8X2LG5C2Y7,ip,IP_8X2LG5C2Y7,197.97.173.122,0,0.21
IP_QBZ3A1T0DP,ip,IP_QBZ3A1T0DP,79.43.92.247,0,0.158
IP_U5T4CYK9RI,ip,IP_U5T4CYK9RI,27.157.240.30,0,0.112
IP_1MXGVLZQG5,ip,IP_1MXGVLZQG5,218.119.129.238,0,0.231
IP_GJDEU6LVG8,ip,IP_GJDEU6LVG8,207.11.111.224,0,0.052
IP_L9CHTB3LUL,ip,IP_L9CHTB3LUL,141.91.153.8,0,0.155
IP_VFZ58732P4,ip,IP_VFZ58732P4,34.216.125.222,0,0.13
IP_ITDQ8JNCGB,ip,IP_ITDQ8JNCGB,134.163.97.211,0,0.308
IP_E7NND6KN1S,ip,IP_E7NND6KN1S,151.70.152.187,0,0.372
IP_6ZXU29OWS6,ip,IP_6ZXU29OWS6,59.70.95.189,0,0.19
IP_Y580WT3F50,ip,IP_Y580WT3F50,218.128.34.113,0,0.074
IP_R34GASKABZ,ip,IP_R34GASKABZ,223.45.28.178,0,0.213
IP_PNIM8DGX9V,ip,IP_PNIM8DGX9V,30.119.125.147,0,0.071
IP_U7J1LQTC41,ip,IP_U7J1LQTC41,212.1.184.92,0,0.067
IP_8BN3TSN7OQ,ip,IP_8BN3TSN7OQ,160.186.250.176,0,0.112
IP_CHLI9GFBHI,ip,IP_CHLI9GFBHI,219.56.85.8,0,0.222
IP_ZZ0XM148P7,ip,IP_ZZ0XM148P7,215.227.144.110,0,0.172
IP_1QDKJ9VGN6,ip,IP_1QDKJ9VGN6,198.7.92.201,0,0.128
IP_KHPFV7IAXU,ip,IP_KHPFV7IAXU,169.66.138.74,0,0.36
IP_ONDBD9YS4V,ip,IP_ONDBD9YS4V,201.116.196.201,0,0.229
IP_1XTW8XYSOI,ip,IP_1XTW8XYSOI,9.48.55.100,0,0.166
IP_VSERRT8K29,ip,IP_VSERRT8K29,165.186.87.103,0,0.148
IP_N2P3OTMY0V,ip,IP_N2P3OTMY0V,221.187.40.183,0,0.398
IP_KH39X1XCG0,ip,IP_KH39X1XCG0,95.233.171.74,0,0.173
IP_HDAR383JWV,ip,IP_HDAR383JWV,202.157.71.12,0,0.203
IP_SZ5TNERA23,ip,IP_SZ5TNERA23,46.226.243.248,0,0.259
IP_U7OUB72NCZ,ip,IP_U7OUB72NCZ,178.164.33.197,0,0.074
IP_VGSW1EJZ4Q,ip,IP_VGSW1EJZ4Q,186.60.149.23,0,0.158
IP_W8RNLT66FE,ip,IP_W8RNLT66FE,207.201.245.225,0,0.351
IP_106SYW2W85,ip,IP_106SYW2W85,198.88.181.17,0,0.374
IP_5F4CPZ70YS,ip,IP_5F4CPZ70YS,164.27.210.38,0,0.071
IP_D4XXXM8IO6,ip,IP_D4XXXM8IO6,215.240.62.147,0,0.417
IP_8U4ASW4OD4,ip,IP_8U4ASW4OD4,202.36.148.193,0,0.27
IP_S5MH5XVUPH,ip,IP_S5MH5XVUPH,9.230.37.142,0,0.072
IP_25AKC6OWIP,ip,IP_25AKC6OWIP,119.135.179.17,0,0.215
IP_2YALTLFY0G,ip,IP_2YALTLFY0G,76.41.226.17,0,0.073
IP_OGYV9UTTBW,ip,IP_OGYV9UTTBW,18.204.58.57,0,0.144
IP_IT4PWO85YB,ip,IP_IT4PWO85YB,137.151.102.23,0,0.195
IP_P75P3U56GZ,ip,IP_P75P3U56GZ,189.206.65.13,0,0.358
IP_Z7S63A6EIX,ip,IP_Z7S63A6EIX,220.110.81.174,0,0.039
IP_ZT336P4VYD,ip,IP_ZT336P4VYD,210.150.87.39,0,0.299
IP_5JL4NMHJMZ,ip,IP_5JL4NMHJMZ,189.109.58.81,0,0.063
IP_5WIT40ABG1,ip,IP_5WIT40ABG1,166.99.139.252,0,0.269
IP_743JHPYLPJ,ip,IP_743JHPYLPJ,149.242.204.30,0,0.319
IP_5NGJWOJW1U,ip,IP_5NGJWOJW1U,162.179.171.147,0,0.094
IP_H72JMIJRU6,ip,IP_H72JMIJRU6,96.125.91.33,0,0.155
IP_5P192Z2PIN,ip,IP_5P192Z2PIN,208.75.242.24,0,0.174
IP_X4LAR059I5,ip,IP_X4LAR059I5,73.187.8.75,0,0.239
IP_594L3MHPQI,ip,IP_594L3MHPQI,175.152.252.124,0,0.02
IP_234KXJGGF7,ip,IP_234KXJGGF7,71.139.150.128,0,0.126
IP_E50CJF40PW,ip,IP_E50CJF40PW,32.128.123.221,0,0.102
IP_MCV2WPHJ14,ip,IP_MCV2WPHJ14,167.174.71.216,0,0.124
IP_WZZENTT21T,ip,IP_WZZENTT21T,34.145.130.118,0,0.337
IP_DY5VIROVGD,ip,IP_DY5VIROVGD,217.218.37.208,0,0.058
IP_1UV8BN5QHX,ip,IP_1UV8BN5QHX,90.41.236.143,0,0.156
IP_PU76GMS8OL,ip,IP_PU76GMS8OL,201.167.158.8,0,0.064
IP_TOB8U0ZMY6,ip,IP_TOB8U0ZMY6,54.88.226.189,0,0.205
IP_XFV7RDGD2D,ip,IP_XFV7RDGD2D,130.73.187.93,0,0.054
IP_2RMG4EQVK7,ip,IP_2RMG4EQVK7,200.34.30.251,0,0.103
IP_WUC2T8XMLD,ip,IP_WUC2T8XMLD,217.100.202.13,0,0.01
IP_5D52QAY8FW,ip,IP_5D52QAY8FW,41.12.40.86,0,0.301
IP_5H3OQ3PNR4,ip,IP_5H3OQ3PNR4,68.1.149.231,0,0.13
IP_49WGLU438Q,ip,IP_49WGLU438Q,52.233.94.152,0,0.163
IP_TOY2DIUBXJ,ip,IP_TOY2DIUBXJ,90.117.253.74,0,0.071
IP_3I87HZPYGT,ip,IP_3I87HZPYGT,174.254.88.20,0,0.163
IP_TWUHLIKHTN,ip,IP_TWUHLIKHTN,180.221.70.97,0,0.079
IP_EVN3OJDMY6,ip,IP_EVN3OJDMY6,135.211.114.226,0,0.041
IP_81LRJRKJ8B,ip,IP_81LRJRKJ8B,205.158.22.197,0,0.166
IP_OQRC3GP8EQ,ip,IP_OQRC3GP8EQ,193.20.126.172,0,0.219
IP_8C533JHZGU,ip,IP_8C533JHZGU,30.135.247.136,0,0.165
IP_QRS9YUTAUH,ip,IP_QRS9YUTAUH,133.116.210.63,0,0.191
IP_6YXVVUN0X9,ip,IP_6YXVVUN0X9,221.142.246.134,0,0.097
IP_4IICCHA909,ip,IP_4IICCHA909,84.214.147.212,0,0.137
IP_CAVSHHG966,ip,IP_CAVSHHG966,206.114.112.176,0,0.186
IP_6AN3J3YHM8,ip,IP_6AN3J3YHM8,201.19.171.134,0,0.108
IP_YA36PT3OK9,ip,IP_YA36PT3OK9,189.164.156.141,0,0.24
IP_5YBC2PQ5UE,ip,IP_5YBC2PQ5UE,194.228.201.90,0,0.126
IP_STZK22IJTB,ip,IP_STZK22IJTB,174.100.55.140,0,0.266
IP_7Z5OYOQEBM,ip,IP_7Z5OYOQEBM,188.4.207.50,0,0.179
IP_GG84YY3AIC,ip,IP_GG84YY3AIC,198.115.34.236,0,0.357
IP_27Q6GJG279,ip,IP_27Q6GJG279,192.100.24.200,0,0.419
IP_IUY910M8N6,ip,IP_IUY910M8N6,187.182.116.72,0,0.129
IP_5FFWRQ4G32,ip,IP_5FFWRQ4G32,178.192.184.171,0,0.223
IP_2M3BAQ85YL,ip,IP_2M3BAQ85YL,222.145.110.162,0,0.066
IP_32REZONQAH,ip,IP_32REZONQAH,65.11.191.111,0,0.207
IP_5JNY8K5K6V,ip,IP_5JNY8K5K6V,124.194.41.238,0,0.023
IP_VQQQCAG3LX,ip,IP_VQQQCAG3LX,218.176.249.83,0,0.135
IP_HGOI5P7D8X,ip,IP_HGOI5P7D8X,199.52.215.197,0,0.107
IP_BGAB1SLWR2,ip,IP_BGAB1SLWR2,221.119.125.245,0,0.279
IP_4NLGG46VZO,ip,IP_4NLGG46VZO,211.212.83.137,0,0.074
IP_X4P8T37N55,ip,IP_X4P8T37N55,206.182.139.180,0,0.248
IP_7JG2QLYF3A,ip,IP_7JG2QLYF3A,133.201.219.164,0,0.512
IP_YKNU2BHQ5S,ip,IP_YKNU2BHQ5S,155.86.79.240,0,0.401
IP_PM4SENOH4M,ip,IP_PM4SENOH4M,55.175.69.104,0,0.261
IP_CC8JDA70SI,ip,IP_CC8JDA70SI,213.107.197.211,0,0.2
IP_46KA0HMWZ7,ip,IP_46KA0HMWZ7,186.101.158.26,0,0.36
IP_0G5W5FIEED,ip,IP_0G5W5FIEED,23.149.130.244,0,0.102
IP_TQS4ABIZN2,ip,IP_TQS4ABIZN2,147.61.32.220,0,0.061
IP_N1BZHN3R7E,ip,IP_N1BZHN3R7E,88.214.166.68,0,0.175
IP_67J52IX9FX,ip,IP_67J52IX9FX,186.94.128.185,0,0.11
IP_UMG2NOYSDC,ip,IP_UMG2NOYSDC,201.25.99.49,0,0.368
IP_AURSCRSXM4,ip,IP_AURSCRSXM4,32.197.4.253,0,0.09
IP_3EMIV9ZWKV,ip,IP_3EMIV9ZWKV,206.137.51.122,0,0.275
IP_VETBPRJOXY,ip,IP_VETBPRJOXY,205.30.246.131,0,0.096
IP_3SJWP4DG80,ip,IP_3SJWP4DG80,51.159.120.79,0,0.063
IP_GR7ETV01KB,ip,IP_GR7ETV01KB,195.180.71.8,0,0.045
IP_428A4F3QD7,ip,IP_428A4F3QD7,8.240.246.69,0,0.167
IP_D5HZGPV9H0,ip,IP_D5HZGPV9H0,202.245.26.164,0,0.131
IP_DM15RJZ569,ip,IP_DM15RJZ569,149.176.170.125,0,0.259
IP_PBFPWGYQHZ,ip,IP_PBFPWGYQHZ,11.117.37.66,0,0.389
IP_L12S8CW3HZ,ip,IP_L12S8CW3HZ,53.121.43.7,0,0.12
IP_GQ61A3RMLD,ip,IP_GQ61A3RMLD,105.65.237.202,0,0.049
IP_BRE6ZJFXCL,ip,IP_BRE6ZJFXCL,88.222.231.93,0,0.209
IP_1ZZUXMQIU0,ip,IP_1ZZUXMQIU0,58.185.49.224,0,0.107
IP_3V6EG1MFLK,ip,IP_3V6EG1MFLK,187.199.237.0,0,0.182
IP_7PN7EX5UQ4,ip,IP_7PN7EX5UQ4,159.16.186.65,0,0.182
IP_K38G2AP9RI,ip,IP_K38G2AP9RI,122.141.99.166,0,0.135
IP_0NI36M4D86,ip,IP_0NI36M4D86,138.230.116.73,0,0.402
IP_L81IKURM0P,ip,IP_L81IKURM0P,81.96.96.149,0,0.363
IP_0E2NH4QNME,ip,IP_0E2NH4QNME,60.137.181.113,0,0.179
IP_0TX0RJEHDK,ip,IP_0TX0RJEHDK,26.66.207.167,0,0.45
IP_EGN96WUNMD,ip,IP_EGN96WUNMD,172.206.37.185,0,0.151
IP_Z4RLVGNFW8,ip,IP_Z4RLVGNFW8,8.147.171.48,0,0.03
IP_GIFEONF2MU,ip,IP_GIFEONF2MU,137.151.210.117,0,0.175
IP_FARL0GLL25,ip,IP_FARL0GLL25,219.73.168.6,0,0.235
IP_PPLEGQKJAX,ip,IP_PPLEGQKJAX,198.46.121.149,0,0.325
IP_ALNMPWNQ2K,ip,IP_ALNMPWNQ2K,177.104.104.39,0,0.029
IP_VVTLCY8ROJ,ip,IP_VVTLCY8ROJ,178.49.84.107,0,0.14
IP_JRSKLQRVE8,ip,IP_JRSKLQRVE8,19.230.187.167,0,0.481
IP_NQALZ641MQ,ip,IP_NQALZ641MQ,217.209.73.252,0,0.107
IP_XIW3JRJWPW,ip,IP_XIW3JRJWPW,181.13.245.26,0,0.34
IP_GTZTAUJRAY,ip,IP_GTZTAUJRAY,193.112.38.137,0,0.297
IP_BXFZYXOFFG,ip,IP_BXFZYXOFFG,9.129.196.63,0,0.373
IP_ECH2K3XAOA,ip,IP_ECH2K3XAOA,201.15.96.110,0,0.102
IP_8NQUY2B0RR,ip,IP_8NQUY2B0RR,181.110.197.221,0,0.034
IP_6EDBZN90QJ,ip,IP_6EDBZN90QJ,115.248.26.14,0,0.127
IP_13MK07QRQF,ip,IP_13MK07QRQF,218.152.101.234,0,0.141
IP_3MJQHAWQY6,ip,IP_3MJQHAWQY6,202.147.51.160,0,0.396
IP_J1CMC8UMT2,ip,IP_J1CMC8UMT2,194.75.182.144,0,0.206
IP_8WN5Z66E5C,ip,IP_8WN5Z66E5C,24.65.121.1,0,0.033
IP_IT4RDLU4VB,ip,IP_IT4RDLU4VB,157.98.89.247,0,0.186
IP_19IHDOFEUK,ip,IP_19IHDOFEUK,7.68.233.207,0,0.062
IP_4I1GL2A1K7,ip,IP_4I1GL2A1K7,206.239.168.188,0,0.054
IP_4W0Q9T1G8R,ip,IP_4W0Q9T1G8R,51.76.152.243,0,0.15
IP_MIU26Z0EEK,ip,IP_MIU26Z0EEK,149.85.118.81,0,0.145
IP_5LNB2LICLQ,ip,IP_5LNB2LICLQ,105.48.131.200,0,0.08
IP_7DAEEV7ZYD,ip,IP_7DAEEV7ZYD,203.74.220.199,0,0.044
IP_BOLMXF2HAQ,ip,IP_BOLMXF2HAQ,33.140.21.165,0,0.084
IP_ALEDZLEKQX,ip,IP_ALEDZLEKQX,67.88.157.78,0,0.041
IP_XO1APLFAXA,ip,IP_XO1APLFAXA,97.17.189.82,0,0.095
IP_1UV8L8QAWP,ip,IP_1UV8L8QAWP,211.34.129.225,0,0.246
IP_KWIB8EXUUI,ip,IP_KWIB8EXUUI,188.144.184.204,0,0.247
IP_W5GC0IDHV5,ip,IP_W5GC0IDHV5,83.147.112.103,0,0.112
IP_B3IR24O8QW,ip,IP_B3IR24O8QW,215.169.133.2,0,0.172
IP_DN5S1W9TQ1,ip,IP_DN5S1W9TQ1,168.19.36.68,0,0.154
IP_A0XDCPPOCB,ip,IP_A0XDCPPOCB,200.151.10.188,0,0.166
IP_DMR3AUM4SE,ip,IP_DMR3AUM4SE,206.243.163.82,0,0.346
IP_5LBV5PGSLX,ip,IP_5LBV5PGSLX,213.224.94.25,0,0.134
IP_Z5433U8ASG,ip,IP_Z5433U8ASG,220.235.128.58,0,0.163
IP_6BCZ0E91ZR,ip,IP_6BCZ0E91ZR,213.92.32.255,0,0.277
IP_XFIORUNEKM,ip,IP_XFIORUNEKM,135.120.2.33,0,0.1
IP_USN7940KVT,ip,IP_USN7940KVT,63.169.103.79,0,0.216
IP_JPLZQ9RA08,ip,IP_JPLZQ9RA08,72.99.205.40,0,0.413
IP_IDSF0GNZOQ,ip,IP_IDSF0GNZOQ,207.56.226.182,0,0.136
IP_MEX195D4I8,ip,IP_MEX195D4I8,118.20.62.12,0,0.455
IP_XVN8FN708F,ip,IP_XVN8FN708F,164.95.135.156,0,0.303
IP_OFOZ4OQ0OE,ip,IP_OFOZ4OQ0OE,185.53.144.113,0,0.066
IP_BQL31XQPO1,ip,IP_BQL31XQPO1,222.117.251.82,0,0.119
IP_HLX0NOIXVG,ip,IP_HLX0NOIXVG,72.144.220.130,0,0.093
IP_XWOT02EHNU,ip,IP_XWOT02EHNU,75.63.16.145,0,0.127
IP_RGS5WJZH9Y,ip,IP_RGS5WJZH9Y,173.15.199.63,0,0.272
IP_SMI96AVO8X,ip,IP_SMI96AVO8X,173.233.182.47,0,0.113
IP_TORSUPG21W,ip,IP_TORSUPG21W,151.65.53.219,0,0.315
IP_B0ELB2GJS2,ip,IP_B0ELB2GJS2,180.20.53.31,0,0.316
IP_UE57A5W4NC,ip,IP_UE57A5W4NC,199.135.253.35,0,0.022
IP_KGUL0B0Y1C,ip,IP_KGUL0B0Y1C,217.68.160.250,0,0.078
IP_CEOLMRXURE,ip,IP_CEOLMRXURE,17.171.197.65,0,0.212
IP_QQ2XOV3YO7,ip,IP_QQ2XOV3YO7,146.80.129.153,0,0.255
IP_39QAKNWKVW,ip,IP_39QAKNWKVW,16.42.96.146,0,0.337
IP_GNA2YA9PLX,ip,IP_GNA2YA9PLX,141.125.209.89,0,0.259
IP_5W5KPWZG0U,ip,IP_5W5KPWZG0U,192.41.31.229,0,0.05
IP_OO5K4P76ZL,ip,IP_OO5K4P76ZL,156.234.141.68,0,0.056
IP_EEIRFU92GG,ip,IP_EEIRFU92GG,101.91.251.181,0,0.257
IP_EQOEK60KFJ,ip,IP_EQOEK60KFJ,213.133.127.197,0,0.114
IP_PE4LGME8XE,ip,IP_PE4LGME8XE,181.46.239.106,0,0.124
IP_U19V6GOL5T,ip,IP_U19V6GOL5T,151.198.200.161,0,0.274
IP_J6WMYZZ18E,ip,IP_J6WMYZZ18E,103.5.149.95,0,0.276
IP_E61YQHB532,ip,IP_E61YQHB532,40.179.79.138,0,0.129
IP_3KZRD9K9W1,ip,IP_3KZRD9K9W1,222.115.30.184,0,0.21
IP_ASGLOXXIYM,ip,IP_ASGLOXXIYM,68.87.18.229,0,0.216
IP_Y8IB67X3IG,ip,IP_Y8IB67X3IG,113.104.39.20,0,0.004
IP_EG44KXUXCV,ip,IP_EG44KXUXCV,42.228.61.175,0,0.166
IP_X0432LU2HG,ip,IP_X0432LU2HG,77.216.78.50,0,0.301
IP_FMIJC725TB,ip,IP_FMIJC725TB,201.198.231.41,0,0.213
IP_J1URG6PI33,ip,IP_J1URG6PI33,217.68.66.196,0,0.151
IP_4A39RGSGZT,ip,IP_4A39RGSGZT,138.70.41.7,0,0.194
IP_ETLJNPGL9W,ip,IP_ETLJNPGL9W,120.5.105.182,0,0.337
IP_GAZYR89GAP,ip,IP_GAZYR89GAP,166.180.17.158,0,0.106
IP_AS0ILTXLJQ,ip,IP_AS0ILTXLJQ,156.155.241.65,0,0.191
IP_WZCTHXS8A2,ip,IP_WZCTHXS8A2,217.60.104.215,0,0.32
IP_VPZL5I016G,ip,IP_VPZL5I016G,200.3.146.210,0,0.28
IP_8W37LTEZTQ,ip,IP_8W37LTEZTQ,159.78.125.140,0,0.269
IP_3Z89LOWFO1,ip,IP_3Z89LOWFO1,87.184.58.254,0,0.23
IP_YO9ZF06RJZ,ip,IP_YO9ZF06RJZ,205.63.111.65,0,0.104
IP_PYYTASDV3W,ip,IP_PYYTASDV3W,215.229.132.32,0,0.429
IP_MUX61IFU6G,ip,IP_MUX61IFU6G,84.62.33.186,0,0.245
IP_BDCLHZ9VLQ,ip,IP_BDCLHZ9VLQ,91.130.139.236,0,0.063
IP_TNBAGJWRP5,ip,IP_TNBAGJWRP5,200.2.209.44,0,0.098
IP_B8257AGYHC,ip,IP_B8257AGYHC,140.196.241.173,0,0.082
IP_WZ0B2G3QCX,ip,IP_WZ0B2G3QCX,21.69.129.68,0,0.237
IP_ZN3MEWOAL2,ip,IP_ZN3MEWOAL2,168.180.246.214,0,0.095
IP_TDWCBYU97S,ip,IP_TDWCBYU97S,145.248.163.183,0,0.386
IP_2OW8YWR99S,ip,IP_2OW8YWR99S,159.161.85.160,0,0.216
IP_4O53I34UZ3,ip,IP_4O53I34UZ3,148.212.20.62,0,0.307
IP_XQBJCP2IM7,ip,IP_XQBJCP2IM7,156.227.157.187,0,0.046
IP_H9M3XFLKCG,ip,IP_H9M3XFLKCG,184.137.67.106,0,0.234
IP_6DATJT373E,ip,IP_6DATJT373E,85.132.239.90,0,0.166
IP_VVFQMUEM3C,ip,IP_VVFQMUEM3C,186.52.118.243,0,0.471
IP_HW9TRFJW4D,ip,IP_HW9TRFJW4D,219.169.185.252,0,0.384
IP_3GLHQNEG44,ip,IP_3GLHQNEG44,194.64.108.51,0,0.194
IP_DWSM2HK0IP,ip,IP_DWSM2HK0IP,103.15.168.193,0,0.284
IP_PH8UN9WIK8,ip,IP_PH8UN9WIK8,187.245.195.172,0,0.193
IP_SZVCIN35UK,ip,IP_SZVCIN35UK,197.47.68.227,0,0.161
IP_COVRDX2TXA,ip,IP_COVRDX2TXA,168.189.235.109,0,0.216
IP_B2RBKB3VP2,ip,IP_B2RBKB3VP2,74.240.175.46,0,0.15
IP_N5NEJY9DNQ,ip,IP_N5NEJY9DNQ,137.198.52.125,0,0.531
IP_MUCRWMCSCI,ip,IP_MUCRWMCSCI,16.190.58.87,0,0.544
IP_2PS436GLXR,ip,IP_2PS436GLXR,212.230.9.124,0,0.116
IP_49X2PH5C7A,ip,IP_49X2PH5C7A,158.183.54.187,0,0.293
IP_QTGAZLZD22,ip,IP_QTGAZLZD22,203.101.10.115,0,0.275
IP_HWFZPLN1QV,ip,IP_HWFZPLN1QV,218.83.106.229,0,0.072
IP_HNA9ZPIG5C,ip,IP_HNA9ZPIG5C,190.99.112.149,0,0.244
IP_MHTB33XN2S,ip,IP_MHTB33XN2S,193.106.7.127,0,0.067
IP_U243RHXL0U,ip,IP_U243RHXL0U,134.99.44.233,0,0.224
IP_RZ1P7XY6FB,ip,IP_RZ1P7XY6FB,207.162.68.17,0,0.285
IP_14T29HJKHF,ip,IP_14T29HJKHF,161.92.184.222,0,0.284
IP_029LCSE4LE,ip,IP_029LCSE4LE,60.152.176.76,0,0.019
IP_EHJST34CAR,ip,IP_EHJST34CAR,173.19.214.241,0,0.152
IP_T4S6SXXSQ3,ip,IP_T4S6SXXSQ3,29.134.173.2,0,0.013
IP_6S2QM8VZN2,ip,IP_6S2QM8VZN2,165.128.43.9,0,0.196
IP_D1YGA0IDMG,ip,IP_D1YGA0IDMG,102.78.119.203,0,0.188
IP_U4SWD5WC8A,ip,IP_U4SWD5WC8A,193.181.92.192,0,0.268
IP_Z58OJXUG4Q,ip,IP_Z58OJXUG4Q,179.106.227.110,0,0.046
IP_VGULGURJKV,ip,IP_VGULGURJKV,210.147.88.83,0,0.059
IP_8PLQ7RR99J,ip,IP_8PLQ7RR99J,181.68.49.152,0,0.168
IP_IRR1V5V7PN,ip,IP_IRR1V5V7PN,219.111.11.192,0,0.096
IP_2DC43J8Q2T,ip,IP_2DC43J8Q2T,150.17.52.239,0,0.138
IP_NVFT4N47ZT,ip,IP_NVFT4N47ZT,79.175.69.186,0,0.11
IP_4FBA0K4DFG,ip,IP_4FBA0K4DFG,156.11.154.136,0,0.18
IP_34OSF1U31R,ip,IP_34OSF1U31R,64.106.201.224,0,0.081
IP_8JWHTTHQD5,ip,IP_8JWHTTHQD5,176.32.42.195,0,0.286
IP_8WKCQIKRAB,ip,IP_8WKCQIKRAB,223.128.163.195,0,0.078
IP_BNAPEK2UD5,ip,IP_BNAPEK2UD5,24.226.118.186,0,0.135
IP_PE8I73127N,ip,IP_PE8I73127N,133.32.44.158,0,0.058
IP_SEXHXQ8TA8,ip,IP_SEXHXQ8TA8,91.217.92.69,0,0.16
IP_RQDZ4M3JQ5,ip,IP_RQDZ4M3JQ5,135.181.223.155,0,0.136
IP_PL5JUW9RDC,ip,IP_PL5JUW9RDC,194.26.252.61,0,0.183
IP_UJ2OOQ6KXA,ip,IP_UJ2OOQ6KXA,197.17.245.175,0,0.255
IP_YFVYPAOEBQ,ip,IP_YFVYPAOEBQ,222.154.65.138,0,0.062
IP_6WVUJWYWDQ,ip,IP_6WVUJWYWDQ,205.137.253.194,0,0.189
IP_FWQ8TW05WD,ip,IP_FWQ8TW05WD,200.229.167.207,0,0.339
IP_2Y2GSEE9VP,ip,IP_2Y2GSEE9VP,212.191.169.209,0,0.432
IP_6QHWZWN5QX,ip,IP_6QHWZWN5QX,146.78.178.238,0,0.042
IP_BWDGRW5HXX,ip,IP_BWDGRW5HXX,153.125.97.184,0,0.155
IP_L3MM184H7T,ip,IP_L3MM184H7T,189.204.160.154,0,0.136
IP_T2DJYGOQAD,ip,IP_T2DJYGOQAD,19.102.73.185,0,0.2
IP_DDPNCYBTJL,ip,IP_DDPNCYBTJL,84.123.202.245,0,0.06
IP_LE6F7PP5KB,ip,IP_LE6F7PP5KB,7.139.91.136,0,0.046
IP_94B49RPNF0,ip,IP_94B49RPNF0,195.210.187.25,0,0.272
IP_7GW8HF9MVI,ip,IP_7GW8HF9MVI,208.65.176.6,0,0.097
IP_6NQRADUDBW,ip,IP_6NQRADUDBW,134.77.93.168,0,0.316
IP_5SSR2P5E5S,ip,IP_5SSR2P5E5S,92.127.52.142,0,0.181
IP_5BF7ZBEJP7,ip,IP_5BF7ZBEJP7,140.57.144.57,0,0.343
