~id,~label,account_id:String,user_id:String,country:String,channel:String,kyc_level:String,status:String,is_fraud:Int,risk_score:Double
A_QL2D792HEC,account,A_QL2D792HEC,U_7FR91IPWH0,DE,mobile,basic,active,0,0.0
A_KSLO87TQGD,account,A_KSLO87TQGD,U_7FR91IPWH0,DE,mobile,basic,active,0,0.0
A_J74IKFM35V,account,A_J74IKFM35V,U_MX1EGOK01T,BR,web,basic,active,0,0.0
A_NS1NGWZHED,account,A_NS1NGWZHED,U_NZRF5A7QY8,BR,web,basic,active,0,0.0
A_ZSQDF9335M,account,A_ZSQDF9335M,U_YB7W8P74MJ,US,web,none,active,0,0.0
A_J3Y681DDT8,account,A_J3Y681DDT8,U_DXO100VHMY,BR,api,full,active,0,0.0
A_K4CUC6JZMN,account,A_K4CUC6JZMN,U_GTY3ADDQHK,US,mobile,full,active,0,0.0
A_6071NMO3DE,account,A_6071NMO3DE,U_GAD7X48WZE,CA,api,none,active,0,0.0
A_BKN8YE9PN9,account,A_BKN8YE9PN9,U_4EX6U86ZJQ,FR,mobile,basic,active,0,0.0
A_HA7G9E8QON,account,A_HA7G9E8QON,U_7W7JP61LFC,CA,api,basic,active,0,0.0
A_9XG28MDVWW,account,A_9XG28MDVWW,U_7W7JP61LFC,CA,api,basic,active,0,0.0
A_7CL8WP4497,account,A_7CL8WP4497,U_1NLC8JPR7V,GB,web,basic,active,0,0.0
A_HB3PJB8ZE1,account,A_HB3PJB8ZE1,U_GRF1HX6ZDC,CA,api,none,active,0,0.0
A_745IBB5BYJ,account,A_745IBB5BYJ,U_UJQ6FX7XJZ,IN,web,basic,active,0,0.0
A_BLXBV36TOM,account,A_BLXBV36TOM,U_6US7RP422T,GB,mobile,none,active,0,0.0
A_H4MQWE12IU,account,A_H4MQWE12IU,U_A83RU7MYOW,IN,web,basic,active,0,0.0
A_0AMHLTT7R9,account,A_0AMHLTT7R9,U_8DT8CQ1XGB,GB,api,basic,active,0,0.0
A_3ZMROLU88T,account,A_3ZMROLU88T,U_NGZ6WMDW0F,IN,web,none,active,0,0.0
A_JIC51MIQUY,account,A_JIC51MIQUY,U_GZVRCTLT4Q,AU,web,full,active,0,0.0
A_8O0J3T8UFH,account,A_8O0J3T8UFH,U_9BC2BE3YQY,CA,web,full,active,0,0.0
A_YW2K2YKKMX,account,A_YW2K2YKKMX,U_5FU7BFXQ7B,GB,mobile,basic,active,0,0.0
A_KLZGWQWVJN,account,A_KLZGWQWVJN,U_5FU7BFXQ7B,GB,mobile,basic,active,0,0.0
A_RH2DITP2XE,account,A_RH2DITP2XE,U_5FU7BFXQ7B,GB,mobile,basic,active,0,0.0
A_HVLN7WFMUE,account,A_HVLN7WFMUE,U_ZEGBL2QGV3,IN,mobile,full,active,0,0.0
A_P4AOQWYCWY,account,A_P4AOQWYCWY,U_DR2H2P39YL,CA,api,none,active,0,0.0
A_A4WHOOBR88,account,A_A4WHOOBR88,U_9UE421VMEF,AU,api,basic,active,0,0.0
A_EV12UG7SY3,account,A_EV12UG7SY3,U_OZTP7BD4W1,US,web,full,active,0,0.0
A_4H7LPWKWLA,account,A_4H7LPWKWLA,U_ARAGDX5O31,IN,web,basic,active,0,0.0
A_OEDDOQSO9O,account,A_OEDDOQSO9O,U_YHXSO7VBGR,AU,web,basic,active,0,0.0
A_Q717Y5GISE,account,A_Q717Y5GISE,U_8W2MAIETDN,GB,api,basic,active,0,0.0
A_JN59C4JVMX,account,A_JN59C4JVMX,U_1TH1XJG2Y8,CA,web,none,active,0,0.0
A_KNHTLK2DXF,account,A_KNHTLK2DXF,U_RGYBXKPM21,DE,mobile,none,active,0,0.0
A_92XSUHEBMV,account,A_92XSUHEBMV,U_B07G2RE6ZV,US,api,none,active,0,0.0
A_TSZAUF7FBZ,account,A_TSZAUF7FBZ,U_LHYL2LD05N,IN,web,basic,active,0,0.0
A_53P6VB23OT,account,A_53P6VB23OT,U_HQR6F7QNEZ,IN,web,basic,active,0,0.0
A_FFZQC7XV9R,account,A_FFZQC7XV9R,U_W9HEYCE4QG,FR,api,basic,active,0,0.0
A_L4UON3MAED,account,A_L4UON3MAED,U_M5V2WWG84D,AU,mobile,basic,active,0,0.0
A_LGEMJ9PJPI,account,A_LGEMJ9PJPI,U_4R9V4K00IL,IN,api,full,active,0,0.0
A_PW6KAWJGEW,account,A_PW6KAWJGEW,U_U6VFUA9BQ1,IN,mobile,basic,active,0,0.0
A_6L8ZG6MLID,account,A_6L8ZG6MLID,U_BTR23QIUA0,IN,web,basic,active,0,0.0
A_45MAN7KNMS,account,A_45MAN7KNMS,U_8EKXDRKZ40,DE,api,full,active,0,0.0
A_0BF9S2U8U2,account,A_0BF9S2U8U2,U_AQ15O2NQW4,AU,api,full,active,0,0.0
A_WUZONUABWM,account,A_WUZONUABWM,U_C6LBPJ8T22,GB,web,basic,active,0,0.0
A_TKLHLX0P85,account,A_TKLHLX0P85,U_C50B8Y5DNW,IN,mobile,basic,active,0,0.0
A_P28XAWRJFB,account,A_P28XAWRJFB,U_NGUCZH9IER,IN,api,none,active,0,0.0
A_BXK25PWI6R,account,A_BXK25PWI6R,U_7U8H0IMJYJ,US,mobile,full,active,0,0.0
A_SC7SV71AMJ,account,A_SC7SV71AMJ,U_CMRSEZYTKW,DE,web,full,active,0,0.0
A_UQKBDL8JY4,account,A_UQKBDL8JY4,U_2837C6QC6K,GB,api,none,active,0,0.0
A_Q314CZOVFV,account,A_Q314CZOVFV,U_8DJZR5SWK8,GB,mobile,basic,active,0,0.0
A_Q1BCTKAZ4Y,account,A_Q1BCTKAZ4Y,U_8DJZR5SWK8,GB,mobile,basic,active,0,0.0
A_AW9UQXDDL9,account,A_AW9UQXDDL9,U_TEMPXKC5I8,DE,api,none,active,0,0.0
A_G8SE59R4KP,account,A_G8SE59R4KP,U_XOMXLVZ4QK,IN,web,full,active,0,0.0
A_2KON8U3HPN,account,A_2KON8U3HPN,U_XOMXLVZ4QK,IN,web,full,active,0,0.0
A_OXZDOSVN5L,account,A_OXZDOSVN5L,U_E2GJR81BMQ,GB,mobile,basic,active,0,0.0
A_ESKTLWJ0GD,account,A_ESKTLWJ0GD,U_E2GJR81BMQ,GB,mobile,basic,active,0,0.0
A_4AX2UHEJYC,account,A_4AX2UHEJYC,U_E2GJR81BMQ,GB,mobile,basic,active,0,0.0
A_BDE3X3QZDL,account,A_BDE3X3QZDL,U_F7ZK94YXFI,BR,api,none,active,0,0.0
A_UDV35GSGCJ,account,A_UDV35GSGCJ,U_BLEJGUBLMN,CA,web,basic,active,0,0.0
A_F4RA80BGS2,account,A_F4RA80BGS2,U_TFK7ORFQLA,CA,api,none,active,0,0.0
A_JGYFJYYCGW,account,A_JGYFJYYCGW,U_TFK7ORFQLA,CA,api,none,active,0,0.0
A_W3XOPW7A1G,account,A_W3XOPW7A1G,U_TFK7ORFQLA,CA,api,none,active,0,0.0
A_F21ZZSPA57,account,A_F21ZZSPA57,U_09LZRK79UF,DE,web,basic,active,0,0.0
A_H91JIPM6TU,account,A_H91JIPM6TU,U_U6PY06FTLO,DE,api,full,active,0,0.0
A_Y8ZLZVBEKA,account,A_Y8ZLZVBEKA,U_4QDBXVH7KA,GB,web,basic,active,0,0.0
A_QHYXT66WKY,account,A_QHYXT66WKY,U_TQYDSHLV76,DE,mobile,full,active,0,0.0
A_3QBKLM6WG6,account,A_3QBKLM6WG6,U_MF4NNKM95D,AU,mobile,basic,active,0,0.0
A_4P615ISAYA,account,A_4P615ISAYA,U_0P92K38P6F,GB,api,basic,active,0,0.0
A_VTPR2FJLLA,account,A_VTPR2FJLLA,U_VDHR59C81D,US,api,full,active,0,0.0
A_F8ESDWH833,account,A_F8ESDWH833,U_O6OUZ1EGNT,GB,web,full,active,0,0.0
A_ZFFFKEC1OC,account,A_ZFFFKEC1OC,U_B34KUQAAJ8,CA,web,basic,active,0,0.0
A_U7YJTXJ7GY,account,A_U7YJTXJ7GY,U_B34KUQAAJ8,CA,web,basic,active,0,0.0
A_YGG7K19EVQ,account,A_YGG7K19EVQ,U_4RX6PRYIEJ,FR,web,full,active,0,0.0
A_SDSH76II7Y,account,A_SDSH76II7Y,U_9C0UU5WRYE,IN,mobile,basic,active,0,0.0
A_CJX3JERZ59,account,A_CJX3JERZ59,U_SU4FCL5EFJ,IN,mobile,full,active,0,0.0
A_7W921FGMYQ,account,A_7W921FGMYQ,U_P6MKT7S1GD,IN,api,basic,active,0,0.0
A_HJ4NBH944F,account,A_HJ4NBH944F,U_1T53YKYYDU,AU,mobile,full,active,0,0.0
A_159OAXTA8R,account,A_159OAXTA8R,U_3ASNRM6DFH,AU,api,full,active,0,0.0
A_0N18MS6806,account,A_0N18MS6806,U_3ASNRM6DFH,AU,api,full,active,0,0.0
A_QII9SR88GT,account,A_QII9SR88GT,U_G6W3STT1EQ,DE,mobile,basic,active,0,0.0
A_6KYLVK3NDW,account,A_6KYLVK3NDW,U_C37RLN36V1,BR,web,full,active,0,0.0
A_75E06QWFT5,account,A_75E06QWFT5,U_MZB3I4FIEE,IN,web,full,active,0,0.0
A_MFX1LEQI9F,account,A_MFX1LEQI9F,U_CY2C11BD2S,CA,api,basic,active,0,0.0
A_R03AELLYQ5,account,A_R03AELLYQ5,U_CEJCY127H6,AU,mobile,basic,active,0,0.0
A_IE6QKKY22U,account,A_IE6QKKY22U,U_CEJCY127H6,AU,mobile,basic,active,0,0.0
A_2REOWS4ZBA,account,A_2REOWS4ZBA,U_GMD478MFS0,AU,mobile,full,active,0,0.0
A_99UEY09AHK,account,A_99UEY09AHK,U_IUDUAHGK6T,AU,api,full,active,0,0.0
A_R92Z2A3WG1,account,A_R92Z2A3WG1,U_9DHSZNVP8G,DE,web,full,active,0,0.0
A_S4A1JD7PHF,account,A_S4A1JD7PHF,U_MNHIE9EDE1,DE,api,full,active,0,0.0
A_NY2J6W90DW,account,A_NY2J6W90DW,U_MNHIE9EDE1,DE,api,full,active,0,0.0
A_ZU9QEGU5RB,account,A_ZU9QEGU5RB,U_ZUBLEKVL9P,AU,api,none,active,0,0.0
A_FS5ZUTHUWP,account,A_FS5ZUTHUWP,U_TK4GC4RYG9,BR,web,none,active,0,0.0
A_JPQOHBICNC,account,A_JPQOHBICNC,U_RDPXDFOVD7,US,web,basic,active,0,0.0
A_1TRQNWTO5J,account,A_1TRQNWTO5J,U_9C9MV9E40K,FR,api,basic,active,0,0.0
A_VEMBMYP8L5,account,A_VEMBMYP8L5,U_9C9MV9E40K,FR,api,basic,active,0,0.0
A_ADSBRMK4AF,account,A_ADSBRMK4AF,U_ZUJ2XORVOR,AU,api,basic,active,0,0.0
A_77GY3FY4G2,account,A_77GY3FY4G2,U_K1DJRWEDBC,FR,web,basic,active,0,0.0
A_I5ZHCN8IFQ,account,A_I5ZHCN8IFQ,U_Y8NYFWDC11,GB,web,none,active,0,0.0
A_2PQQXSJAG7,account,A_2PQQXSJAG7,U_2HXRJM4T8B,DE,web,basic,active,0,0.0
A_7L6K1CNTJX,account,A_7L6K1CNTJX,U_P6NLNQBU4K,AU,api,none,active,0,0.0
A_2VRPK92WU1,account,A_2VRPK92WU1,U_ZREZRDYXYU,CA,web,basic,active,0,0.0
A_1OAI3A7TC2,account,A_1OAI3A7TC2,U_R4SOR8WM9L,AU,api,basic,active,0,0.0
A_B4QI59S90H,account,A_B4QI59S90H,U_R4SOR8WM9L,AU,api,basic,active,0,0.0
A_CTYB6GCSWI,account,A_CTYB6GCSWI,U_BB4M0A6MDM,IN,mobile,basic,active,0,0.0
A_F9JKNXM816,account,A_F9JKNXM816,U_MMXIXV6CKM,BR,api,basic,active,0,0.0
A_P6Z4K230Q3,account,A_P6Z4K230Q3,U_MMXIXV6CKM,BR,api,basic,active,0,0.0
A_LOONUUJ5YN,account,A_LOONUUJ5YN,U_ALQ5U6JZV9,DE,api,none,active,0,0.0
A_RVTFQDULZ4,account,A_RVTFQDULZ4,U_NOU3DYMS1M,AU,mobile,none,active,0,0.0
A_6TS1UVG9GC,account,A_6TS1UVG9GC,U_WNPR424TKB,AU,web,none,active,0,0.0
A_6H282EPCG6,account,A_6H282EPCG6,U_9OI0D4DMC2,AU,web,basic,active,0,0.0
A_GL4DHLE8SK,account,A_GL4DHLE8SK,U_RH2XK2PTHO,FR,mobile,basic,active,0,0.0
A_RGT5SB65MZ,account,A_RGT5SB65MZ,U_RH2XK2PTHO,FR,mobile,basic,active,0,0.0
A_BIB9TSXFRW,account,A_BIB9TSXFRW,U_RH2XK2PTHO,FR,mobile,basic,active,0,0.0
A_P2QHGDG0BV,account,A_P2QHGDG0BV,U_WQ1GAZ5UH8,BR,mobile,full,active,0,0.0
A_MHO6T2TKXZ,account,A_MHO6T2TKXZ,U_0Q7TW1PUWS,BR,mobile,full,active,0,0.0
A_RW9DKLWAZJ,account,A_RW9DKLWAZJ,U_NFFYKPL3CH,AU,api,full,active,0,0.0
A_M2M6JNOKYW,account,A_M2M6JNOKYW,U_O3XJVOEGI3,CA,api,full,active,0,0.0
A_4YB5BQ5TZ9,account,A_4YB5BQ5TZ9,U_QUPXBFEJ2X,FR,mobile,full,active,0,0.0
A_RF8M2XLEGW,account,A_RF8M2XLEGW,U_G48RA4DV56,FR,api,basic,active,0,0.0
A_X5GRN5YUNL,account,A_X5GRN5YUNL,U_ONXD70FE07,US,web,none,active,0,0.0
A_IAUTL2QPIN,account,A_IAUTL2QPIN,U_ONXD70FE07,US,web,none,active,0,0.0
A_SU8LCHAPOR,account,A_SU8LCHAPOR,U_ONXD70FE07,US,web,none,active,0,0.0
A_AZ48QQEW0R,account,A_AZ48QQEW0R,U_S387J5IE3L,IN,mobile,full,active,0,0.0
A_THCW1KAZV6,account,A_THCW1KAZV6,U_VO0IPFG8PJ,CA,web,full,active,0,0.0
A_NLXLSUCXU3,account,A_NLXLSUCXU3,U_VRN8LPY857,FR,mobile,none,active,0,0.0
A_ILOZEV96CR,account,A_ILOZEV96CR,U_NZ3A8V4X7Y,FR,api,full,active,0,0.0
A_59WGW70MJ8,account,A_59WGW70MJ8,U_NZ3A8V4X7Y,FR,api,full,active,0,0.0
A_A84IYDNGPP,account,A_A84IYDNGPP,U_2ITL8N3E54,AU,mobile,basic,active,0,0.0
A_5BYJO7C5QV,account,A_5BYJO7C5QV,U_N6O9JD3IH6,CA,api,full,active,0,0.0
A_DGMSZVMM3H,account,A_DGMSZVMM3H,U_6W51OB537Q,BR,web,basic,active,0,0.0
A_VX974PPWWL,account,A_VX974PPWWL,U_O4Z533ZSMV,FR,mobile,full,active,0,0.0
A_U86TKKR2DX,account,A_U86TKKR2DX,U_30QABXW2EO,GB,web,basic,active,0,0.0
A_1KQ67QOSWM,account,A_1KQ67QOSWM,U_WLCFS8314Y,BR,web,basic,active,0,0.0
A_TSGTNO1Z74,account,A_TSGTNO1Z74,U_WLCFS8314Y,BR,web,basic,active,0,0.0
A_L9C3PFQ67M,account,A_L9C3PFQ67M,U_2LR0JY32HO,GB,api,full,active,0,0.0
A_FO1UCCNQ3F,account,A_FO1UCCNQ3F,U_G585I87XW6,FR,api,full,active,0,0.0
A_UJIDZ177B9,account,A_UJIDZ177B9,U_9HZGOPJDN8,IN,api,none,active,0,0.0
A_WUHFRL3HS0,account,A_WUHFRL3HS0,U_EZP7QYEZG5,FR,api,basic,active,0,0.0
A_IDUXMKLUF2,account,A_IDUXMKLUF2,U_2KRE4V9KYP,IN,web,basic,active,0,0.0
A_073PLJV61B,account,A_073PLJV61B,U_OFKJW6NYQA,DE,web,full,active,0,0.0
A_A47AA60O4Q,account,A_A47AA60O4Q,U_ELYYZZ0JDC,AU,mobile,none,active,0,0.0
A_SSOJY7UC9F,account,A_SSOJY7UC9F,U_LI6978V0BJ,AU,api,none,active,0,0.0
A_Z2MF017FCD,account,A_Z2MF017FCD,U_WKON8UUJS7,IN,api,basic,active,0,0.0
A_3UNHHLV69C,account,A_3UNHHLV69C,U_5ELTFEBE54,BR,web,full,active,0,0.0
A_QOOEGE1GTD,account,A_QOOEGE1GTD,U_07K5W1JL6L,BR,mobile,basic,active,0,0.0
A_1RYEQ7KOTK,account,A_1RYEQ7KOTK,U_07K5W1JL6L,BR,mobile,basic,active,0,0.0
A_6JE0AT4H78,account,A_6JE0AT4H78,U_07K5W1JL6L,BR,mobile,basic,active,0,0.0
A_ELYJRG4KW4,account,A_ELYJRG4KW4,U_91F4X2BFIB,US,mobile,basic,active,0,0.0
A_QDDK0ONYU7,account,A_QDDK0ONYU7,U_JZP97BMZRR,BR,web,full,active,0,0.0
A_VQ5GXQOFSZ,account,A_VQ5GXQOFSZ,U_45ED5GGSJ6,GB,mobile,basic,active,0,0.0
A_HM7X9CCV23,account,A_HM7X9CCV23,U_VV8SUOC1Y5,BR,web,basic,active,0,0.0
A_7VVEG6UIA1,account,A_7VVEG6UIA1,U_AYYOV84FC3,IN,web,full,active,0,0.0
A_NURM848MXU,account,A_NURM848MXU,U_XQ8VA8X8L0,DE,api,basic,active,0,0.0
A_L1CEXHTRWC,account,A_L1CEXHTRWC,U_08UHBXLBC8,BR,web,basic,active,0,0.0
A_AKEF72AKTV,account,A_AKEF72AKTV,U_NOG85D4F2K,GB,api,none,active,0,0.0
A_FBCKPKM7Z7,account,A_FBCKPKM7Z7,U_1XERP3LYEX,FR,mobile,full,active,0,0.0
A_NFFB0LJ3QA,account,A_NFFB0LJ3QA,U_3SR5RUP13W,BR,mobile,none,active,0,0.0
A_RVFH5X14QA,account,A_RVFH5X14QA,U_PPBMQIYFRW,BR,web,none,active,0,0.0
A_JSRZMS1208,account,A_JSRZMS1208,U_SKP6RFE64S,BR,api,full,active,0,0.0
A_YXMQNEKRBS,account,A_YXMQNEKRBS,U_KBCBDPDXUJ,BR,api,basic,active,0,0.0
A_YQE55NHF4L,account,A_YQE55NHF4L,U_JCSEXGGOC5,GB,web,basic,active,0,0.0
A_IZO25MP2KH,account,A_IZO25MP2KH,U_KVQYWJ85GG,BR,api,basic,active,0,0.0
A_6YE84C6OPN,account,A_6YE84C6OPN,U_0V5DTAEGRY,DE,mobile,basic,active,0,0.0
A_ICVLK6TZCV,account,A_ICVLK6TZCV,U_58VRW9MYYO,AU,web,basic,active,0,0.0
A_43E7JJHNBT,account,A_43E7JJHNBT,U_KEAEA84HXX,GB,web,full,active,0,0.0
A_V23BUOA075,account,A_V23BUOA075,U_KEAEA84HXX,GB,web,full,active,0,0.0
A_SYOLYFM4PS,account,A_SYOLYFM4PS,U_KEAEA84HXX,GB,web,full,active,0,0.0
A_MY45LFGRAV,account,A_MY45LFGRAV,U_PW2GKQRAFF,IN,api,basic,active,0,0.0
A_2EOPVEG4DN,account,A_2EOPVEG4DN,U_Z8Q4VHU4BA,GB,mobile,basic,active,0,0.0
A_8MG29VQYGA,account,A_8MG29VQYGA,U_WZ940VTKRR,US,api,full,active,0,0.0
A_XQRWEJKIN8,account,A_XQRWEJKIN8,U_VWY3RZTPLC,AU,mobile,full,active,0,0.0
A_FICRXH0HKR,account,A_FICRXH0HKR,U_6PRR7MZAKG,FR,web,none,active,0,0.0
A_XH5ZP9MF5P,account,A_XH5ZP9MF5P,U_6PRR7MZAKG,FR,web,none,active,0,0.0
A_K3246VCY5U,account,A_K3246VCY5U,U_MIH6MV4XEK,DE,api,full,active,0,0.0
A_WXZ17977YY,account,A_WXZ17977YY,U_Z83Y0224WK,US,web,basic,active,0,0.0
A_WEU4HTOWQA,account,A_WEU4HTOWQA,U_0YEHVDO9KH,BR,mobile,basic,active,0,0.0
A_C7M1NDRKVT,account,A_C7M1NDRKVT,U_BA5MF36BCP,FR,api,basic,active,0,0.0
A_S2VNDNSAR0,account,A_S2VNDNSAR0,U_WEIJMMB5JF,IN,api,basic,active,0,0.0
A_4V6305SXMO,account,A_4V6305SXMO,U_YSYZ7PQ4DD,US,mobile,basic,active,0,0.0
A_GON5CDW9PA,account,A_GON5CDW9PA,U_V283BDW56F,US,mobile,none,active,0,0.0
A_I145201V5Z,account,A_I145201V5Z,U_V283BDW56F,US,mobile,none,active,0,0.0
A_UAEIRD7Z2E,account,A_UAEIRD7Z2E,U_V283BDW56F,US,mobile,none,active,0,0.0
A_N3EG33HKW1,account,A_N3EG33HKW1,U_KPS0DXME4P,DE,api,basic,active,0,0.0
A_LZ8H8CE80X,account,A_LZ8H8CE80X,U_O1I3MSDN1M,FR,mobile,full,active,0,0.0
A_4O1CCY105X,account,A_4O1CCY105X,U_XF1PI2OOQ4,DE,web,full,active,0,0.0
A_TT4MYKKWDD,account,A_TT4MYKKWDD,U_XF1PI2OOQ4,DE,web,full,active,0,0.0
A_FKP8URJDM4,account,A_FKP8URJDM4,U_2NBFA37DL9,FR,web,basic,active,0,0.0
A_7KA6O1RX4N,account,A_7KA6O1RX4N,U_FC1XX6CWZX,FR,api,none,active,0,0.0
A_WJOYGKL7IW,account,A_WJOYGKL7IW,U_FC1XX6CWZX,FR,api,none,active,0,0.0
A_X2323PTJ5X,account,A_X2323PTJ5X,U_SKOYTK06AK,DE,api,none,active,0,0.0
A_JTBEPRNAD9,account,A_JTBEPRNAD9,U_SKOYTK06AK,DE,api,none,active,0,0.0
A_15EGV10K6M,account,A_15EGV10K6M,U_SKOYTK06AK,DE,api,none,active,0,0.0
A_ZVORXC448G,account,A_ZVORXC448G,U_T7ZQHT2XZ5,GB,api,none,active,0,0.0
A_HJH0DYSGP0,account,A_HJH0DYSGP0,U_2OHKBM00E9,US,api,basic,active,0,0.0
A_9GI9MYUQ99,account,A_9GI9MYUQ99,U_KDTS1FB2VI,CA,web,none,active,0,0.0
A_S84X06F645,account,A_S84X06F645,U_109DCNWMBX,CA,web,none,active,0,0.0
A_MG9QQXXAIJ,account,A_MG9QQXXAIJ,U_109DCNWMBX,CA,web,none,active,0,0.0
A_HRATRYRMF2,account,A_HRATRYRMF2,U_EK0Q929U6W,FR,mobile,basic,active,0,0.0
A_96BKWH8E7B,account,A_96BKWH8E7B,U_TVMK2ZYZSI,CA,mobile,full,active,0,0.0
A_YTXTN1H42E,account,A_YTXTN1H42E,U_LU3NDZ3CC5,BR,api,basic,active,0,0.0
A_XOTOOK1OMN,account,A_XOTOOK1OMN,U_LU3NDZ3CC5,BR,api,basic,active,0,0.0
A_WVRZLY4Z6K,account,A_WVRZLY4Z6K,U_RQNSVSOJRP,DE,api,basic,active,0,0.0
A_0IFORRLL5T,account,A_0IFORRLL5T,U_RQNSVSOJRP,DE,api,basic,active,0,0.0
A_STXD8OIK23,account,A_STXD8OIK23,U_RQNSVSOJRP,DE,api,basic,active,0,0.0
A_CM0NGVQAM9,account,A_CM0NGVQAM9,U_P7R93FEZEZ,DE,mobile,full,active,0,0.0
A_E77JB5NJRM,account,A_E77JB5NJRM,U_5EHR07N8VO,CA,mobile,basic,active,0,0.0
A_7PY2Z96Q2M,account,A_7PY2Z96Q2M,U_EUBFN9KR2F,US,web,basic,active,0,0.0
A_SJNFUHYL4D,account,A_SJNFUHYL4D,U_EUBFN9KR2F,US,web,basic,active,0,0.0
A_FZ54V9RBUQ,account,A_FZ54V9RBUQ,U_VB66H3REM5,FR,web,full,active,0,0.0
A_YPGUTH1KDN,account,A_YPGUTH1KDN,U_PUU62RZV1S,CA,web,full,active,0,0.0
A_4U0HVNFW3X,account,A_4U0HVNFW3X,U_PUU62RZV1S,CA,web,full,active,0,0.0
A_781XXWSI1C,account,A_781XXWSI1C,U_QQQ5L2XOIO,US,mobile,full,active,0,0.0
A_YSQJ32Q947,account,A_YSQJ32Q947,U_T860X5ZU2Z,FR,web,none,active,0,0.0
A_EQT9OJ4X9O,account,A_EQT9OJ4X9O,U_UEUGWUBUGR,CA,mobile,full,active,0,0.0
A_R8CZQCEIUY,account,A_R8CZQCEIUY,U_6E7GA2IZ5P,DE,web,basic,active,0,0.0
A_8A1CC31UZZ,account,A_8A1CC31UZZ,U_3VOB5APO4L,BR,web,none,active,0,0.0
A_WXEERGCE6L,account,A_WXEERGCE6L,U_JEDGFJDLOG,CA,mobile,full,active,0,0.0
A_M94SL42U1H,account,A_M94SL42U1H,U_WLACOLOLN3,DE,api,full,active,0,0.0
A_BE0MYIDUEB,account,A_BE0MYIDUEB,U_EH1VR1NECQ,US,api,basic,active,0,0.0
A_7JB168TMYU,account,A_7JB168TMYU,U_OROI5J8YIT,US,api,basic,active,0,0.0
A_6O5DMSAPPB,account,A_6O5DMSAPPB,U_2KODWH8N92,DE,api,full,active,0,0.0
A_0MYV9LY3NF,account,A_0MYV9LY3NF,U_TP6QAQ3K8A,IN,api,none,active,0,0.0
A_F4US3SR8XT,account,A_F4US3SR8XT,U_7RV4NMWVSB,FR,web,basic,active,0,0.0
A_K1S7CGFKNM,account,A_K1S7CGFKNM,U_0UKOEFUKPV,US,mobile,basic,active,0,0.0
A_1BOQIFJ8HD,account,A_1BOQIFJ8HD,U_8LYMJ1QI9M,BR,api,none,active,0,0.0
A_492TCLD4FW,account,A_492TCLD4FW,U_QVAYXAR6YO,US,mobile,full,active,0,0.0
A_RNKRB2UJEN,account,A_RNKRB2UJEN,U_6Z1T2XCB3Y,DE,mobile,full,active,0,0.0
A_KI2S6M0E3S,account,A_KI2S6M0E3S,U_YM33MG1ZAQ,AU,web,basic,active,0,0.0
A_7O9PVIEW12,account,A_7O9PVIEW12,U_YM33MG1ZAQ,AU,web,basic,active,0,0.0
A_HIOCWUE0IT,account,A_HIOCWUE0IT,U_7QHAK7MDWK,GB,web,basic,active,0,0.0
A_9WZ52KE88G,account,A_9WZ52KE88G,U_7QHAK7MDWK,GB,web,basic,active,0,0.0
A_TQSYQQTL5A,account,A_TQSYQQTL5A,U_ZIRNK6ZHH3,DE,mobile,basic,active,0,0.0
A_82YB4MLLOY,account,A_82YB4MLLOY,U_O5URTXUYUC,US,api,full,active,0,0.0
A_O9T1HW235H,account,A_O9T1HW235H,U_O5URTXUYUC,US,api,full,active,0,0.0
A_68GCR08TGB,account,A_68GCR08TGB,U_O5URTXUYUC,US,api,full,active,0,0.0
A_Q70RB1GH14,account,A_Q70RB1GH14,U_ECJUIS2GY9,CA,api,full,active,0,0.0
A_300WZMAGE3,account,A_300WZMAGE3,U_YTJUQ7X7B7,US,web,none,active,0,0.0
A_W5CHAK55ZX,account,A_W5CHAK55ZX,U_P9JYQN15IK,GB,web,none,active,0,0.0
A_B0RKW7CIFE,account,A_B0RKW7CIFE,U_PQAHCUA09P,CA,mobile,basic,active,0,0.0
A_U0WTFPIIAA,account,A_U0WTFPIIAA,U_CIFLWDR3VW,US,web,none,active,0,0.0
A_7U37004HZC,account,A_7U37004HZC,U_MJDIMBM271,CA,web,basic,active,0,0.0
A_KYCKN6DYLD,account,A_KYCKN6DYLD,U_W1WUDCBL4C,US,api,basic,active,0,0.0
A_XAZVK626UF,account,A_XAZVK626UF,U_E7PKWCYUKN,BR,api,basic,active,0,0.0
A_CW0U6MY9HX,account,A_CW0U6MY9HX,U_D1IVXAN25W,IN,web,basic,active,0,0.0
A_C29U2Y7RI0,account,A_C29U2Y7RI0,U_M72QLGDVC2,AU,api,basic,active,0,0.0
A_X5Y3K0S2D6,account,A_X5Y3K0S2D6,U_GUWJP0QI2C,FR,api,basic,active,0,0.0
A_JA8H1JFIKJ,account,A_JA8H1JFIKJ,U_LP81L51FLM,DE,api,basic,active,0,0.0
A_DRLJ0BHEYG,account,A_DRLJ0BHEYG,U_NAVYCS44PH,DE,mobile,basic,active,0,0.0
A_VN6VDKIV1Z,account,A_VN6VDKIV1Z,U_H62MYZ9VLU,US,web,basic,active,0,0.0
A_7ILDY59KML,account,A_7ILDY59KML,U_8WPFQ2BHAI,DE,api,none,active,0,0.0
A_HCNF4K68Q2,account,A_HCNF4K68Q2,U_8WPFQ2BHAI,DE,api,none,active,0,0.0
